Actual Credit Score,Predicted Credit Score,Actual Creditworthiness,Predicted Creditworthiness
802,746.3139235416548,Good,Good
688,640.6293532291548,Bad,Bad
476,554.8773371111107,Bad,Bad
697,754.769427191871,Bad,Good
491,580.6269118229048,Bad,Bad
583,573.587069930892,Bad,Bad
811,761.540974322905,Good,Good
798,793.6968448808684,Good,Good
590,578.3446852604048,Bad,Bad
550,549.2724196354048,Bad,Bad
809,743.7121595710885,Good,Good
511,377.43984365695906,Bad,Bad
719,742.8647047916548,Good,Good
671,700.1014880808997,Bad,Good
549,653.8172785173607,Bad,Bad
529,538.9916579166548,Bad,Bad
559,565.8099965488591,Bad,Bad
810,776.7365962946226,Good,Good
758,777.846638385405,Good,Good
543,512.3861684238591,Bad,Bad
349,509.6797084467871,Bad,Bad
777,785.4126689703558,Good,Good
643,583.4745680729048,Bad,Bad
425,450.9996995165151,Bad,Bad
568,549.4808450660112,Bad,Bad
673,726.4520564510867,Bad,Good
742,661.0465489430128,Good,Bad
642,609.8670943259754,Bad,Bad
828,728.8996595710885,Good,Good
501,519.8373610416548,Bad,Bad
610,630.6072673589515,Bad,Bad
502,527.5790602604048,Bad,Bad
504,525.2367543613591,Bad,Bad
632,564.7580093742708,Bad,Bad
809,830.592243854155,Good,Good
512,527.9125760585538,Bad,Bad
836,831.7393756320696,Good,Good
748,722.2054498038246,Good,Good
671,670.6464430729048,Bad,Bad
543,502.8480824863591,Bad,Bad
517,542.0556227604048,Bad,Bad
639,616.7004742954447,Bad,Bad
565,490.6303297916549,Bad,Bad
532,503.12459815592626,Bad,Bad
552,664.4340407291548,Bad,Bad
514,484.0219281354796,Bad,Bad
529,517.3334340488591,Bad,Bad
492,527.8363844791548,Bad,Bad
562,571.3688338332469,Bad,Bad
489,586.3325826864938,Bad,Bad
554,536.1286155998107,Bad,Bad
572,570.3925160801091,Bad,Bad
620,612.5634218071774,Bad,Bad
450,521.8964430729048,Bad,Bad
474,477.1513051426091,Bad,Bad
800,794.992146197905,Good,Good
746,686.2211745407504,Good,Bad
365,450.7758168613591,Bad,Bad
623,624.1967360416548,Bad,Bad
799,744.4803285692648,Good,Good
488,549.8456618229048,Bad,Bad
473,533.0189809238591,Bad,Bad
534,572.6220257917296,Bad,Bad
300,500.7167555729049,Bad,Bad
574,595.317649014867,Bad,Bad
814,805.2340536530974,Good,Good
641,617.9324259103549,Bad,Bad
536,526.1610203606806,Bad,Bad
497,460.85027581377267,Bad,Bad
554,550.1034743229048,Bad,Bad
824,812.0397592365244,Good,Good
514,496.1370510649792,Bad,Bad
504,522.886004602694,Bad,Bad
658,651.9066452001447,Bad,Bad
567,548.5966692507241,Bad,Bad
499,583.9997953025913,Bad,Bad
800,807.8073549288374,Good,Good
769,734.7432810457958,Good,Good
534,590.7206618229048,Bad,Bad
531,546.040830130354,Bad,Bad
764,746.0997854470329,Good,Good
608,638.1757399479048,Bad,Bad
478,520.8713185157927,Bad,Bad
830,807.8503138528145,Good,Good
812,787.9765004551091,Good,Good
471,526.0517284286849,Bad,Bad
570,529.184889577501,Bad,Bad
639,643.0497633854048,Bad,Bad
720,728.5444172267206,Good,Good
596,465.76393817028634,Bad,Bad
784,789.9232355486107,Good,Good
518,616.5849196354048,Bad,Bad
636,565.1507316189159,Bad,Bad
595,653.1718336979048,Bad,Bad
800,763.349097373043,Good,Good
510,502.27565693012184,Bad,Bad
704,764.9696405867231,Good,Good
728,683.9874867832341,Good,Bad
551,550.3051801485364,Bad,Bad
552,546.2021071354048,Bad,Bad
508,509.4989821354049,Bad,Bad
445,547.4403676426091,Bad,Bad
576,589.1543489486966,Bad,Bad
508,528.5595290104048,Bad,Bad
782,736.5160719791548,Good,Good
582,602.1791579166548,Bad,Bad
480,410.94268142122246,Bad,Bad
524,542.5458571354048,Bad,Bad
533,547.9329268038757,Bad,Bad
573,567.4154860416548,Bad,Bad
497,531.8202679792296,Bad,Bad
774,701.8598457570181,Good,Good
726,652.4076735416548,Good,Bad
641,552.0988783210885,Bad,Bad
486,562.2123610416548,Bad,Bad
571,578.0076049653018,Bad,Bad
542,554.7076812023028,Bad,Bad
642,663.0268141666548,Bad,Bad
558,571.0077711979048,Bad,Bad
492,523.0341383854048,Bad,Bad
487,417.99820323240937,Bad,Bad
780,756.649754226162,Good,Good
541,536.2416546979796,Bad,Bad
648,663.7460524479048,Bad,Bad
823,837.586384479155,Good,Good
828,789.658650104155,Good,Good
479,470.0966383854049,Bad,Bad
770,722.5946852604048,Good,Good
449,489.8246449863591,Bad,Bad
834,835.090779010405,Good,Good
456,567.0399977604048,Bad,Bad
408,443.5458363926091,Bad,Bad
648,669.8971974220427,Bad,Bad
448,278.65727439060623,Bad,Bad
520,485.6447218592036,Bad,Bad
794,750.687258444086,Good,Good
542,569.7973012363591,Bad,Bad
499,515.8822829166548,Bad,Bad
585,631.2123610416548,Bad,Bad
684,711.0998915128116,Bad,Good
646,665.6819163065271,Bad,Bad
484,507.9135121738591,Bad,Bad
410,473.6486713411029,Bad,Bad
724,619.8701316996566,Good,Bad
625,672.4355055729048,Bad,Bad
644,613.0501886736107,Bad,Bad
700,707.4281281494544,Good,Good
609,624.7065073723312,Bad,Bad
664,681.4478640307325,Bad,Bad
599,596.8625738599181,Bad,Bad
621,574.2118902428696,Bad,Bad
809,776.9411634773385,Good,Good
621,635.9730824863591,Bad,Bad
824,787.627888385405,Good,Good
728,692.4907156379762,Good,Bad
779,744.6098219791548,Good,Good
502,596.1473976282491,Bad,Bad
712,705.379604303345,Good,Good
668,720.6249336313715,Bad,Good
704,572.2848203481699,Good,Bad
517,548.7060133854048,Bad,Bad
790,761.585120120272,Good,Good
833,843.110310260405,Good,Good
799,775.2474746418582,Good,Good
524,503.2997633854049,Bad,Bad
805,776.5472589861107,Good,Good
816,805.289021197905,Good,Good
778,791.5188356014105,Good,Good
662,604.0391130352964,Bad,Bad
516,502.2065016666549,Bad,Bad
558,640.778094446444,Bad,Bad
685,620.8686461986038,Bad,Bad
614,638.0268515135184,Bad,Bad
629,626.0831485906964,Bad,Bad
637,615.3183180729048,Bad,Bad
766,695.3044729344126,Good,Bad
833,833.4266535173607,Good,Good
472,500.0912672916549,Bad,Bad
706,681.7511489946346,Good,Bad
445,494.088153040194,Bad,Bad
578,585.0443139742888,Bad,Bad
600,621.1972243229048,Bad,Bad
508,488.3632399479049,Bad,Bad
489,522.9086858626121,Bad,Bad
797,747.2821852604048,Good,Good
587,549.975804487114,Bad,Bad
715,667.2670710106728,Good,Bad
576,541.6488844791548,Bad,Bad
524,530.8412672916548,Bad,Bad
808,751.8157163129495,Good,Good
650,656.5966383854048,Bad,Bad
522,527.571131274713,Bad,Bad
552,548.3700758854048,Bad,Bad
614,590.0424391666548,Bad,Bad
574,565.5541442775888,Bad,Bad
527,562.5678297916548,Bad,Bad
689,655.3938638891262,Bad,Bad
610,664.6361891666548,Bad,Bad
778,634.7260329166548,Good,Bad
815,806.799090540194,Good,Good
558,370.2963454166549,Bad,Bad
535,526.3710524479048,Bad,Bad
585,581.5067946354048,Bad,Bad
792,754.6795202761501,Good,Good
327,464.3374385245696,Bad,Bad
612,573.2113844791548,Bad,Bad
453,470.7064984479796,Bad,Bad
665,665.8614545039029,Bad,Bad
433,433.5531606113591,Bad,Bad
524,528.2484545043847,Bad,Bad
805,726.6938063541548,Good,Good
547,540.4823598301091,Bad,Bad
564,556.1832499123223,Bad,Bad
630,613.7889234426319,Bad,Bad
468,505.30591303507936,Bad,Bad
680,725.0912184250436,Bad,Good
641,640.1282306165259,Bad,Bad
570,625.749219361798,Bad,Bad
690,624.6909254684973,Bad,Bad
509,585.3612868229048,Bad,Bad
595,558.4858346921287,Bad,Bad
799,769.3969591187696,Good,Good
796,799.4974715232811,Good,Good
490,470.8763995801838,Bad,Bad
632,664.3503997763563,Bad,Bad
713,684.2871319739182,Good,Bad
724,748.5497003923607,Good,Good
799,736.3227126041548,Good,Good
601,547.7880446354048,Bad,Bad
481,560.8953675349601,Bad,Bad
693,681.9526622300672,Bad,Bad
569,604.5189164981458,Bad,Bad
611,577.391331975088,Bad,Bad
485,475.9555251041549,Bad,Bad
634,558.6125501960885,Bad,Bad
644,724.4179274479048,Bad,Good
743,722.792742883944,Good,Good
499,482.1669508854049,Bad,Bad
492,486.8725172916549,Bad,Bad
656,629.3696460192649,Bad,Bad
542,587.4396999836611,Bad,Bad
651,682.5024399980593,Bad,Bad
806,764.333758508944,Good,Good
469,502.9091176426091,Bad,Bad
587,601.774880487093,Bad,Bad
605,551.0317302689327,Bad,Bad
496,530.5605055729048,Bad,Bad
692,639.3446645176091,Bad,Bad
563,552.6852356247717,Bad,Bad
604,592.9545485416548,Bad,Bad
517,551.8329665104048,Bad,Bad
599,656.6060075665464,Bad,Bad
587,619.0043532291548,Bad,Bad
532,623.0576772129216,Bad,Bad
619,667.5268141666548,Bad,Bad
823,815.1580988298607,Good,Good
456,471.6769399082341,Bad,Bad
620,619.0809821112197,Bad,Bad
378,378.36181539651534,Bad,Bad
706,664.3993727604048,Good,Bad
703,765.946736041655,Good,Good
609,561.4804720568177,Bad,Bad
808,867.56636547503,Good,Good
645,690.9700957387608,Bad,Bad
489,376.7326922056647,Bad,Bad
592,596.5178236335885,Bad,Bad
532,542.4105402361107,Bad,Bad
543,666.0375563541548,Bad,Bad
530,586.9648024479048,Bad,Bad
776,828.6779421072597,Good,Good
583,631.7858961149929,Bad,Bad
789,674.3473548699601,Good,Bad
509,509.3130429165567,Bad,Bad
552,526.9110707676091,Bad,Bad
809,744.3603102604048,Good,Good
796,745.9394118229048,Good,Good
552,548.3661696354048,Bad,Bad
785,782.1296675964775,Good,Good
669,628.3806822060025,Bad,Bad
654,677.0502516666548,Bad,Bad
659,660.0725659965101,Bad,Bad
513,512.6913649479048,Bad,Bad
529,564.1948747540464,Bad,Bad
781,759.2294181400769,Good,Good
411,490.0519399082341,Bad,Bad
571,605.5350942051091,Bad,Bad
688,687.417943934601,Bad,Bad
324,490.8930251041549,Bad,Bad
375,418.28268521136215,Bad,Bad
599,586.998817151503,Bad,Bad
680,702.3407790104048,Bad,Good
575,558.2567738926091,Bad,Bad
601,538.2118727604048,Bad,Bad
780,757.616320557049,Good,Good
502,496.8390919532927,Bad,Bad
496,496.224535070956,Bad,Bad
708,692.7572829166548,Good,Bad
816,692.9080988298607,Good,Bad
793,782.120075885405,Good,Good
808,796.5731451842478,Good,Good
818,800.0958370455132,Good,Good
517,538.6415602604048,Bad,Bad
571,531.8378493229048,Bad,Bad
625,652.3575624583824,Bad,Bad
680,644.1405836979048,Bad,Bad
599,559.3654610073435,Bad,Bad
779,757.5427276011449,Good,Good
508,497.4677321354049,Bad,Bad
477,533.3799950235971,Bad,Bad
585,673.7860915104048,Bad,Bad
517,544.6317946354048,Bad,Bad
499,500.7860882917296,Bad,Bad
820,803.859333697905,Good,Good
505,510.1469106113591,Bad,Bad
784,781.0382089475835,Good,Good
656,681.0181999772232,Bad,Bad
463,462.2397015729796,Bad,Bad
694,726.4705528954112,Bad,Good
685,695.1005446354048,Bad,Bad
748,705.4792298359182,Good,Good
644,609.3543585347992,Bad,Bad
756,795.0862982159538,Good,Good
726,716.5804621111107,Good,Good
666,662.2188555372845,Bad,Bad
512,534.9911696354048,Bad,Bad
605,611.7338454166548,Bad,Bad
570,511.6685453305889,Bad,Bad
651,697.653061205464,Bad,Bad
760,742.1939234438407,Good,Good
463,463.1103102604049,Bad,Bad
794,785.3837886409847,Good,Good
508,519.0224196354048,Bad,Bad
798,830.8412758570884,Good,Good
627,622.3881422916548,Bad,Bad
802,754.3890387540238,Good,Good
515,484.9234902819455,Bad,Bad
499,270.2221146797966,Bad,Bad
456,497.4675735199178,Bad,Bad
536,507.13494831294094,Bad,Bad
626,615.7649607275338,Bad,Bad
488,520.6630446354048,Bad,Bad
646,689.9610281991256,Bad,Bad
627,685.6215407291548,Bad,Bad
664,640.5311879551091,Bad,Bad
663,637.1063003657295,Bad,Bad
728,815.4780221921287,Good,Good
564,490.46267087348167,Bad,Bad
549,534.5479284023062,Bad,Bad
519,539.0394887363591,Bad,Bad
781,751.8076124155311,Good,Good
579,599.1001105161987,Bad,Bad
552,535.9403883854048,Bad,Bad
510,528.5422224959364,Bad,Bad
655,613.858843241346,Bad,Bad
574,613.4172803998749,Bad,Bad
680,659.4590816945181,Bad,Bad
807,783.057273825924,Good,Good
472,513.8105849279572,Bad,Bad
836,821.015095416655,Good,Good
587,646.0173353523385,Bad,Bad
737,730.3881422916548,Good,Good
442,341.68221847347064,Bad,Bad
785,769.6323289158365,Good,Good
541,574.2396885305999,Bad,Bad
583,556.0414593854796,Bad,Bad
742,712.1293532291548,Good,Good
462,464.11028508218635,Bad,Bad
620,606.855798023371,Bad,Bad
511,521.1630217818304,Bad,Bad
603,564.6777803576326,Bad,Bad
542,533.936986903351,Bad,Bad
804,817.9762088622781,Good,Good
301,506.3817738926091,Bad,Bad
528,549.9129813280329,Bad,Bad
469,536.1513258854048,Bad,Bad
763,751.126911822905,Good,Good
653,625.9566087330226,Bad,Bad
657,633.1635257324823,Bad,Bad
788,724.8788649479048,Good,Good
814,768.805134479155,Good,Good
795,775.41161987664,Good,Good
821,798.573689166655,Good,Good
538,544.2596937837075,Bad,Bad
508,574.1062025398385,Bad,Bad
507,504.03114248618533,Bad,Bad
638,596.2344307643951,Bad,Bad
582,566.8620964838867,Bad,Bad
680,646.8810772904861,Bad,Bad
420,444.09626909195146,Bad,Bad
485,644.5053118136943,Bad,Bad
669,638.0949688565439,Bad,Bad
400,518.9320668613591,Bad,Bad
787,817.480427447905,Good,Good
729,678.0497633854048,Good,Bad
554,600.4335524479048,Bad,Bad
436,534.163356870992,Bad,Bad
734,702.9551145628982,Good,Good
664,668.8241774479048,Bad,Bad
532,528.3202711979048,Bad,Bad
524,584.8437086979048,Bad,Bad
516,505.9794301426091,Bad,Bad
812,789.365503489766,Good,Good
526,446.65788428839073,Bad,Bad
722,711.2802321354048,Good,Good
632,655.0551344791548,Bad,Bad
474,465.4168488180734,Bad,Bad
802,745.3915602604048,Good,Good
729,643.2909743229048,Good,Bad
614,712.7621657291548,Bad,Good
799,765.725544635405,Good,Good
828,767.777790729155,Good,Good
680,677.2378346376404,Bad,Bad
835,837.4294447273385,Good,Good
750,607.4833571354048,Good,Bad
506,500.4325551426091,Bad,Bad
718,646.6037611335885,Good,Bad
545,533.9465345710885,Bad,Bad
517,541.4052321354048,Bad,Bad
654,629.0872942754241,Bad,Bad
512,520.3431996738591,Bad,Bad
512,546.5907790104048,Bad,Bad
553,515.0632074717715,Bad,Bad
758,736.9104384603914,Good,Good
683,656.3377572349059,Bad,Bad
517,507.7362868229049,Bad,Bad
517,543.3656813541548,Bad,Bad
558,557.5233961979048,Bad,Bad
758,710.0028883854048,Good,Good
517,542.5067946354048,Bad,Bad
749,738.4117228045702,Good,Good
412,453.4340199863591,Bad,Bad
505,516.1259352604048,Bad,Bad
827,832.4733832193679,Good,Good
830,803.1990127357708,Good,Good
508,537.3119671979796,Bad,Bad
780,765.0431231325069,Good,Good
469,326.40663360605873,Bad,Bad
524,529.6420485416548,Bad,Bad
566,601.9179274479048,Bad,Bad
525,482.1546592228221,Bad,Bad
477,520.4467152988591,Bad,Bad
813,764.952595416655,Good,Good
593,568.4193715916938,Bad,Bad
553,578.708181995775,Bad,Bad
787,765.467243854155,Good,Good
811,793.914021197905,Good,Good
498,559.794366954104,Bad,Bad
733,794.918904010405,Good,Good
450,325.23542237571934,Bad,Bad
539,567.9355011374822,Bad,Bad
331,422.0321645176091,Bad,Bad
496,521.739070021526,Bad,Bad
630,645.7231032291548,Bad,Bad
451,542.6923415104048,Bad,Bad
564,521.2865765729796,Bad,Bad
701,591.3896071354048,Good,Bad
770,685.8668271649167,Good,Bad
552,527.8739821354048,Bad,Bad
487,555.1361261736107,Bad,Bad
742,672.6024977604048,Good,Bad
541,473.44437482320063,Bad,Bad
599,663.8348601492852,Bad,Bad
421,461.7118520176091,Bad,Bad
682,606.1759602540737,Bad,Bad
610,625.3352810438686,Bad,Bad
717,676.6210524479048,Good,Bad
542,598.2055251041548,Bad,Bad
618,624.6937334653371,Bad,Bad
696,781.559793923575,Bad,Good
793,706.5520445512084,Good,Good
606,645.1813405777309,Bad,Bad
478,433.1498402988591,Bad,Bad
543,599.8792905243073,Bad,Bad
458,506.3329457676091,Bad,Bad
606,601.9136144779005,Bad,Bad
566,541.1922560216121,Bad,Bad
573,578.0087477604048,Bad,Bad
792,768.854939166655,Good,Good
492,590.1232163947357,Bad,Bad
482,469.20232179905827,Bad,Bad
480,493.7479653658992,Bad,Bad
485,537.3788649479048,Bad,Bad
571,562.3149001041548,Bad,Bad
700,690.2017371456049,Good,Bad
536,522.2548415104048,Bad,Bad
782,778.7093993318417,Good,Good
732,662.5042079544818,Good,Bad
544,546.5380446354048,Bad,Bad
524,536.4159535801091,Bad,Bad
825,810.856892291655,Good,Good
760,754.6349049986339,Good,Good
596,566.609637415194,Bad,Bad
658,676.0175881574938,Bad,Bad
835,832.690388385405,Good,Good
581,565.0468336979048,Bad,Bad
640,647.1712146515355,Bad,Bad
467,498.1928090488591,Bad,Bad
510,559.6332562604796,Bad,Bad
808,740.8172785173607,Good,Good
835,813.949665729155,Good,Good
830,811.828083697905,Good,Good
653,642.7236533149535,Bad,Bad
508,536.1161696354048,Bad,Bad
498,466.3236652051838,Bad,Bad
639,647.2574464188853,Bad,Bad
743,752.8928330131585,Good,Good
697,710.6404898143361,Bad,Good
574,521.1706044662683,Bad,Bad
594,643.9774770176091,Bad,Bad
762,783.4911156873501,Good,Good
802,673.6796461979048,Good,Bad
508,551.9330434238591,Bad,Bad
785,785.838603854485,Good,Good
680,726.2431227604048,Bad,Good
422,389.77068076147134,Bad,Bad
346,495.9140004551091,Bad,Bad
502,512.1728102604048,Bad,Bad
478,465.9035302301561,Bad,Bad
572,592.7704051419737,Bad,Bad
631,699.6826096809956,Bad,Bad
823,848.8708509773385,Good,Good
551,531.1644524532021,Bad,Bad
821,794.931111041655,Good,Good
398,497.0697829166549,Bad,Bad
552,539.9892165104048,Bad,Bad
759,731.8219709421721,Good,Good
629,616.5122998151384,Bad,Bad
572,620.195230701033,Bad,Bad
395,378.13424266635894,Bad,Bad
517,537.8837477604048,Bad,Bad
551,522.0927113926091,Bad,Bad
552,543.4618727604048,Bad,Bad
476,470.6376332676091,Bad,Bad
681,710.1913649479048,Bad,Good
534,618.9570358964245,Bad,Bad
566,532.6347243229048,Bad,Bad
524,547.0419508854048,Bad,Bad
444,471.9105792676838,Bad,Bad
483,562.4760329166548,Bad,Bad
507,462.0551344791549,Bad,Bad
798,817.9660359456827,Good,Good
544,537.3686827710117,Bad,Bad
508,537.0341383854048,Bad,Bad
652,672.5703254441214,Bad,Bad
768,738.8280836979048,Good,Good
644,652.6468965976416,Bad,Bad
729,813.508747760405,Good,Good
616,635.3295485416548,Bad,Bad
478,599.4862868229048,Bad,Bad
450,502.6254469791549,Bad,Bad
644,630.7697984904296,Bad,Bad
517,516.730603216461,Bad,Bad
454,504.4069974777687,Bad,Bad
584,551.0458571354048,Bad,Bad
607,644.6601149479048,Bad,Bad
732,693.4669793905443,Good,Bad
612,580.8475909864337,Bad,Bad
504,552.542997896731,Bad,Bad
505,546.084246790194,Bad,Bad
524,565.4809157291548,Bad,Bad
591,560.5587463916685,Bad,Bad
588,571.0180295695781,Bad,Bad
586,578.2885121738591,Bad,Bad
669,643.2404798835885,Bad,Bad
669,672.2701850013223,Bad,Bad
691,707.759051477694,Bad,Good
761,785.596638385405,Good,Good
441,475.4913930332341,Bad,Bad
809,803.0010410296956,Good,Good
624,654.0492854872953,Bad,Bad
520,530.4853102604048,Bad,Bad
833,838.5871595710885,Good,Good
630,600.0800368229048,Bad,Bad
563,574.2994557364386,Bad,Bad
610,697.4774977604048,Bad,Bad
780,749.0205091361117,Good,Good
480,503.5897992292296,Bad,Bad
667,732.3221613298607,Bad,Good
813,824.5303919800843,Good,Good
740,685.3158766666548,Good,Bad
519,509.0404652988591,Bad,Bad
563,549.3324782291548,Bad,Bad
806,780.570271197905,Good,Good
511,481.53092607298424,Bad,Bad
599,632.3243880635575,Bad,Bad
753,731.0784850858582,Good,Good
817,740.3456618229048,Good,Good
488,429.9428265729796,Bad,Bad
479,557.7621657291548,Bad,Bad
493,489.3830592253359,Bad,Bad
820,777.172810260405,Good,Good
745,795.6054970506937,Good,Good
511,471.7079069186894,Bad,Bad
782,797.0483663771795,Good,Good
651,660.3731586635935,Bad,Bad
748,668.1562086979048,Good,Bad
693,701.9993391002064,Bad,Good
524,532.4130446354048,Bad,Bad
427,445.7277942792041,Bad,Bad
518,453.1611978757394,Bad,Bad
536,558.6906410900443,Bad,Bad
541,543.3828725254216,Bad,Bad
797,710.4461808732591,Good,Good
725,723.0584817688108,Good,Good
781,726.8417671639961,Good,Good
667,754.2675316688578,Bad,Good
370,445.9657582676091,Bad,Bad
488,609.8034681648385,Bad,Bad
498,478.691151566248,Bad,Bad
415,483.3755498340821,Bad,Bad
672,670.0497030565177,Bad,Bad
553,619.8036696354048,Bad,Bad
623,577.1077971892383,Bad,Bad
689,702.4848219791548,Bad,Good
735,775.807575885405,Good,Good
460,376.9737855808569,Bad,Bad
655,634.6410719791548,Bad,Bad
586,552.3417555729048,Bad,Bad
814,772.6066908210885,Good,Good
338,371.1854848301091,Bad,Bad
522,584.4218336979048,Bad,Bad
512,533.0966383854048,Bad,Bad
800,800.168231165194,Good,Good
492,539.9037672916548,Bad,Bad
691,649.2947354766907,Bad,Bad
565,620.6397568714359,Bad,Bad
586,565.2118487989337,Bad,Bad
744,707.7353102604048,Good,Good
517,540.0360915104048,Bad,Bad
695,724.1049640755,Bad,Good
802,755.769978229155,Good,Good
728,746.8163649479048,Good,Good
398,443.37471095580656,Bad,Bad
632,662.6320645937285,Bad,Bad
661,631.9662672916548,Bad,Bad
776,804.585407916655,Good,Good
655,637.6889132795842,Bad,Bad
820,766.074665729155,Good,Good
628,635.6261892557335,Bad,Bad
790,754.429954689987,Good,Good
698,696.1845290104048,Bad,Bad
517,594.2307661161918,Bad,Bad
557,588.1166579166548,Bad,Bad
829,806.985310260405,Good,Good
651,639.0952855397825,Bad,Bad
716,776.637654010405,Good,Good
585,630.9740797916548,Bad,Bad
704,772.162068072905,Good,Good
463,520.4511305729048,Bad,Bad
661,575.4270033210885,Bad,Bad
750,741.214337128584,Good,Good
666,683.6815993229048,Bad,Bad
796,786.5406052782482,Good,Good
595,633.4006713327324,Bad,Bad
535,546.2660512363591,Bad,Bad
572,613.1660365077125,Bad,Bad
665,710.9203688541548,Bad,Good
770,775.8129059045971,Good,Good
635,634.2049870474401,Bad,Bad
492,477.8939777051838,Bad,Bad
835,834.112263385405,Good,Good
602,561.8510026837339,Bad,Bad
666,576.9582603441478,Bad,Bad
760,682.9198805729048,Good,Bad
522,521.8529652988591,Bad,Bad
500,517.0546222364337,Bad,Bad
398,471.7743727604049,Bad,Bad
546,517.6542348301091,Bad,Bad
439,588.6981455860372,Bad,Bad
567,569.0839430729048,Bad,Bad
704,741.6122633854048,Good,Good
830,762.124958697905,Good,Good
475,520.9320876041548,Bad,Bad
725,782.6543083594433,Good,Good
822,791.574177447905,Good,Good
403,495.4281813541549,Bad,Bad
818,827.678181354155,Good,Good
524,532.4066969791548,Bad,Bad
627,632.1313652353714,Bad,Bad
767,720.6927898684185,Good,Good
783,768.8920511893712,Good,Good
719,706.3432204166548,Good,Good
532,533.4730824863591,Bad,Bad
825,784.696247760405,Good,Good
734,731.7509352604048,Good,Good
538,550.1149193784228,Bad,Bad
810,791.0046252839433,Good,Good
723,706.5316441639035,Good,Good
636,654.6436168217732,Bad,Bad
620,644.9042567896523,Bad,Bad
821,760.918415729155,Good,Good
511,525.6542348301091,Bad,Bad
670,661.1728102604048,Bad,Bad
765,794.5300297142942,Good,Good
593,613.3250989393433,Bad,Bad
607,606.9339652066961,Bad,Bad
397,358.7275298088337,Bad,Bad
517,537.4560133854048,Bad,Bad
617,550.0498170465623,Bad,Bad
812,796.7569186903461,Good,Good
702,700.7314040104048,Good,Good
662,667.3099542986107,Bad,Bad
541,527.1976800849429,Bad,Bad
555,510.0995680729049,Bad,Bad
646,615.0946852604048,Bad,Bad
622,592.365198225053,Bad,Bad
530,541.4799391666548,Bad,Bad
582,600.0940507381358,Bad,Bad
572,578.0714319786284,Bad,Bad
819,832.301228229155,Good,Good
693,754.7517866357026,Bad,Good
552,478.9364821354049,Bad,Bad
830,818.963337604155,Good,Good
443,488.9066762363591,Bad,Bad
562,533.8468088858826,Bad,Bad
512,532.7294508854048,Bad,Bad
713,777.1995649605885,Good,Good
813,765.388142291655,Good,Good
541,580.6196794415464,Bad,Bad
511,579.9054591342857,Bad,Bad
520,562.7841176426091,Bad,Bad
558,513.8231760370124,Bad,Bad
445,484.2206410801091,Bad,Bad
808,796.144489947905,Good,Good
391,417.32041416676213,Bad,Bad
503,484.6034535801091,Bad,Bad
646,653.7543005075609,Bad,Bad
797,818.1778075793924,Good,Good
588,618.4585137541626,Bad,Bad
619,535.3051344791548,Bad,Bad
791,739.4271435524329,Good,Good
819,744.9731032291548,Good,Good
679,666.3105520020072,Bad,Bad
470,456.2108961979049,Bad,Bad
807,703.7284743229048,Good,Good
738,663.5644118229048,Good,Bad
525,581.2994942299115,Bad,Bad
801,747.5107008854048,Good,Good
552,551.0028883854048,Bad,Bad
606,591.6051977541406,Bad,Bad
650,678.4514851987736,Bad,Bad
577,624.3896071354048,Bad,Bad
517,548.9482008854048,Bad,Bad
681,675.8940201568965,Bad,Bad
673,715.3497021219362,Bad,Good
591,554.7313961032174,Bad,Bad
499,513.6179349777686,Bad,Bad
804,764.250446979155,Good,Good
341,475.7971343110831,Bad,Bad
742,713.5682973301091,Good,Good
617,599.7250356113591,Bad,Bad
587,600.9579117464159,Bad,Bad
489,579.6562086979048,Bad,Bad
739,727.2970189728526,Good,Good
394,496.7855824863591,Bad,Bad
504,559.4311825205684,Bad,Bad
483,562.8432204166548,Bad,Bad
450,493.07806507877103,Bad,Bad
474,534.5644118229048,Bad,Bad
603,574.307597656796,Bad,Bad
675,750.480915729155,Bad,Good
622,604.8146705395998,Bad,Bad
550,572.3016957676091,Bad,Bad
652,608.0272635471297,Bad,Bad
792,788.7941666049816,Good,Good
464,377.1124736497199,Bad,Bad
479,522.2014960854326,Bad,Bad
491,506.1820876041549,Bad,Bad
517,546.0771071354048,Bad,Bad
517,542.9735915104048,Bad,Bad
522,516.1332594791548,Bad,Bad
519,497.414478733563,Bad,Bad
615,586.3210971076368,Bad,Bad
395,498.9192494785466,Bad,Bad
462,516.2382399479048,Bad,Bad
828,813.4404495186216,Good,Good
489,570.0965753923607,Bad,Bad
648,659.6952711979048,Bad,Bad
404,423.9252309238591,Bad,Bad
471,540.6473956739337,Bad,Bad
498,496.9071645176091,Bad,Bad
584,544.8827711979048,Bad,Bad
517,554.3915602604048,Bad,Bad
826,836.887654010405,Good,Good
516,523.6074819004216,Bad,Bad
461,480.7572796979796,Bad,Bad
722,679.9000317562859,Good,Bad
762,741.9955641666548,Good,Good
782,747.5767762510319,Good,Good
667,641.06159836668,Bad,Bad
504,441.06835958613976,Bad,Bad
785,815.6306166023385,Good,Good
593,632.8055597673607,Bad,Bad
655,644.8573805729048,Bad,Bad
445,551.7792555729048,Bad,Bad
818,792.450154010405,Good,Good
690,688.2094984814901,Bad,Bad
829,791.145954791655,Good,Good
380,495.4721266666549,Bad,Bad
561,539.9918606262154,Bad,Bad
463,321.69428057661315,Bad,Bad
558,511.0155597364338,Bad,Bad
528,544.4355055729048,Bad,Bad
654,637.2611891666548,Bad,Bad
470,510.9735707676091,Bad,Bad
752,802.647907916655,Good,Good
